ablation_name,miou,dice,delta_miou,notes
depth_only,0.22866263593170127,0.369386726443906,-0.6816127078171763,
late_fusion,4.174457666199521e-06,8.338466798030067e-06,-0.9102711692912113,
no_fusion,0.9103662006110251,0.9517421035876216,9.085686214760358e-05,
proposed_fusion,0.9102753437488775,0.9516873666911237,0.0,
reduced_depth_tokens_x2,0.9097355507833151,0.9513450741251988,-0.0005397929655623912,
rgb_only_vit,0.9103662006110251,0.9517421035876216,9.085686214760358e-05,
